air_temp_prev2,air_temp_prev1,air_temp,humidity_prev2,humidity_prev1,humidity,soil_moisture_prev2,soil_moisture_prev1,soil_moisture,leaf_temp_delta_prev2,leaf_temp_delta_prev1,leaf_temp_delta,future_label
29.6,32.8,36.5,64.4,44.5,33.2,66.9,53.2,48.5,1.6,3.4,6.6,future_heat_stress
29.1,30.4,35.2,63.8,50.1,40.1,55.7,52.3,31.6,1.2,3.5,5.3,future_water_stress
28.2,31.0,34.8,58.5,48.3,38.1,55.2,51.7,22.1,1.3,2.3,5.3,future_water_stress
27.2,27.9,27.8,71.6,69.7,69.2,74.0,73.9,75.5,1.5,1.5,0.5,stable
28.7,33.1,39.4,56.1,42.7,29.5,66.1,51.0,52.9,2.4,4.3,7.3,future_heat_stress
30.1,32.1,39.2,64.2,50.5,33.4,58.7,56.3,51.0,2.6,3.0,7.9,future_heat_stress
32.0,31.5,34.2,62.2,48.7,43.0,62.3,45.9,36.3,1.4,3.2,4.5,future_water_stress
31.6,35.8,38.2,56.8,43.3,34.4,65.8,59.2,53.7,2.8,4.1,6.8,future_heat_stress
28.9,28.1,29.7,67.8,65.2,69.1,69.7,69.5,70.2,0.1,1.4,1.0,stable
29.8,28.8,30.7,72.6,72.0,72.1,65.5,64.0,67.1,1.7,1.3,0.4,stable
31.0,31.3,29.1,59.9,56.3,45.7,59.0,53.7,46.9,2.1,4.0,4.7,future_root_zone_stress
29.8,29.8,29.9,72.2,73.2,69.8,65.9,66.1,64.5,0.2,1.7,1.9,stable
29.6,32.0,30.3,58.6,57.5,45.2,57.8,47.0,48.4,2.7,2.9,4.3,future_root_zone_stress
28.4,27.6,27.8,77.5,77.4,78.9,62.1,63.7,63.0,1.1,1.4,1.8,stable
29.9,29.2,29.7,64.9,64.6,65.0,64.0,63.1,64.6,1.3,0.5,0.1,stable
28.7,32.9,30.8,53.6,54.5,44.2,52.1,49.8,46.9,1.1,3.3,4.6,future_root_zone_stress
29.6,32.5,30.8,58.0,51.8,46.7,52.5,50.2,42.0,2.7,3.8,4.2,future_root_zone_stress
27.4,32.7,32.8,55.7,55.0,43.6,58.9,48.8,49.6,2.5,3.9,4.0,future_root_zone_stress
29.5,33.2,32.2,64.1,46.5,35.1,58.5,40.2,27.3,1.1,2.4,4.5,future_water_stress
31.8,32.0,34.4,61.0,50.2,41.4,64.9,51.2,29.9,1.4,3.0,5.3,future_water_stress
31.8,34.1,37.3,56.8,40.7,38.0,66.6,60.8,45.3,2.3,4.4,7.0,future_heat_stress
28.4,27.7,28.5,70.9,71.1,72.4,73.4,74.4,71.5,1.8,0.8,0.5,stable
29.1,34.1,37.5,55.7,49.0,36.8,69.0,59.6,51.6,2.8,4.3,5.5,future_heat_stress
28.6,28.2,28.0,60.6,58.3,58.0,77.3,76.4,79.2,1.2,0.7,1.0,stable
27.1,28.9,33.1,56.3,48.0,53.6,52.1,48.7,44.6,1.4,3.7,4.2,future_root_zone_stress
28.3,32.8,31.0,51.9,53.4,41.4,59.4,54.6,49.6,2.0,4.0,3.5,future_root_zone_stress
30.2,29.0,33.0,58.7,48.0,47.4,54.0,54.9,49.6,2.6,2.5,3.3,future_root_zone_stress
29.0,29.1,29.0,76.5,77.8,76.1,70.4,70.0,69.0,1.8,0.8,0.7,stable
31.8,32.2,37.9,62.0,46.3,29.1,62.0,56.4,51.7,1.6,3.5,5.1,future_heat_stress
28.9,32.3,38.4,63.7,41.6,34.5,61.1,58.7,52.8,1.3,3.3,8.0,future_heat_stress
28.7,29.3,27.8,77.9,76.2,76.7,76.4,78.3,76.4,0.4,1.8,0.1,stable
31.8,31.1,34.4,64.4,51.3,40.9,62.5,43.1,38.6,1.7,2.5,4.1,future_water_stress
28.0,30.3,33.2,50.3,52.2,44.3,51.2,51.8,46.8,2.8,3.6,4.5,future_root_zone_stress
27.3,28.1,28.0,60.8,63.5,61.7,65.3,64.2,64.6,1.9,0.8,1.2,stable
30.9,30.5,32.7,59.7,47.0,44.2,59.7,50.1,37.6,1.4,3.3,5.5,future_water_stress
28.1,33.1,39.1,61.0,44.7,37.5,65.9,64.9,59.3,2.2,3.4,5.8,future_heat_stress
31.4,35.7,36.8,58.7,42.1,27.7,55.4,62.7,46.1,2.9,4.6,7.8,future_heat_stress
30.2,33.0,34.7,57.6,46.9,44.0,55.7,44.5,35.1,1.7,3.0,5.1,future_water_stress
31.6,32.0,33.9,52.2,48.0,44.1,58.9,48.6,42.7,2.7,2.8,3.4,future_root_zone_stress
30.1,28.6,32.5,53.9,48.3,40.2,55.3,47.1,41.0,1.1,3.1,3.3,future_root_zone_stress
25.5,25.5,26.2,79.2,80.1,76.9,72.2,73.6,74.0,1.1,1.2,0.6,stable
28.4,29.4,28.9,66.9,68.3,68.8,78.6,79.4,79.6,0.6,0.1,1.3,stable
27.8,30.1,31.0,56.9,58.9,51.1,50.6,50.3,43.6,2.4,3.3,3.4,future_root_zone_stress
31.1,28.9,32.2,63.8,57.0,45.9,52.3,53.9,45.1,1.9,2.7,3.3,future_root_zone_stress
25.1,25.4,25.1,60.8,63.2,62.6,70.7,72.2,70.3,0.1,0.2,0.7,stable
29.7,30.2,29.4,68.5,68.0,66.4,79.4,81.2,79.5,1.4,1.5,0.3,stable
28.6,33.5,36.2,60.7,54.8,36.7,62.2,56.5,55.9,1.1,3.9,6.6,future_heat_stress
29.2,31.3,32.4,61.5,50.4,39.5,61.6,43.5,37.6,1.6,3.3,4.3,future_water_stress
27.4,26.5,28.2,78.7,79.3,76.2,69.3,68.2,69.5,0.7,0.9,1.7,stable
31.8,33.9,32.5,62.0,52.8,43.7,64.8,48.2,23.2,2.0,3.0,4.6,future_water_stress
25.7,25.9,26.3,61.1,60.8,59.4,77.7,77.5,79.5,1.0,0.9,1.7,stable
29.7,29.7,29.3,67.5,67.9,65.0,63.3,62.0,61.9,0.5,1.5,0.9,stable
31.2,35.4,37.1,56.4,41.8,38.1,56.1,57.2,53.4,1.2,3.8,6.2,future_heat_stress
31.3,31.0,32.0,57.8,49.0,42.4,63.7,42.0,30.8,1.1,2.4,5.9,future_water_stress
30.3,30.3,32.6,51.0,57.9,50.0,55.3,45.3,41.4,2.1,2.3,3.7,future_root_zone_stress
29.1,32.9,32.4,63.6,48.2,39.4,63.7,41.7,38.3,1.2,2.5,4.4,future_water_stress
31.2,32.3,32.4,56.7,54.4,42.1,56.9,51.6,37.2,1.8,2.6,5.0,future_water_stress
30.7,28.9,32.8,56.9,49.0,40.3,50.9,46.6,44.1,2.4,3.0,3.7,future_root_zone_stress
25.2,24.5,25.8,61.4,60.6,60.5,61.0,61.7,59.4,0.7,1.7,1.7,stable
25.9,26.1,25.7,77.9,78.6,75.6,74.0,75.8,75.0,0.2,1.2,1.8,stable
25.6,25.4,24.6,77.3,78.1,79.1,62.2,63.6,64.0,1.1,0.8,0.9,stable
30.1,30.0,34.8,56.0,46.4,38.8,64.3,46.0,29.3,1.5,3.5,4.7,future_water_stress
30.7,32.2,29.7,63.0,47.6,45.2,53.6,54.9,48.9,1.9,2.1,3.9,future_root_zone_stress
27.7,28.3,28.2,62.6,61.7,59.7,64.6,64.4,64.9,1.4,0.7,0.9,stable
31.9,30.8,33.5,58.2,51.9,38.8,62.4,41.1,29.1,1.9,2.2,5.5,future_water_stress
31.8,30.4,35.2,63.0,48.9,41.7,58.8,53.3,30.9,2.0,2.4,5.3,future_water_stress
28.2,28.1,31.4,64.1,55.3,40.8,51.8,52.6,49.8,2.1,2.8,3.2,future_root_zone_stress
28.0,31.3,34.0,58.9,52.0,36.9,56.6,45.3,31.8,1.8,2.9,4.1,future_water_stress
30.4,35.3,39.6,59.7,47.4,38.9,63.0,51.7,49.3,1.9,4.3,6.5,future_heat_stress
29.6,30.8,31.3,64.6,59.5,52.0,52.6,54.1,48.1,2.1,3.0,3.6,future_root_zone_stress
28.2,31.1,34.1,59.7,52.2,40.0,57.2,47.8,33.2,1.9,4.0,4.1,future_water_stress
30.9,31.1,32.1,62.5,55.3,40.0,54.1,47.4,49.5,2.5,3.4,3.2,future_root_zone_stress
29.7,34.5,36.6,57.1,50.5,32.0,69.7,55.6,56.5,2.0,3.3,6.9,future_heat_stress
27.3,27.5,27.4,77.6,75.1,78.2,79.5,77.9,80.4,1.5,1.2,0.3,stable
28.6,32.6,35.9,61.2,49.9,41.4,62.3,50.8,28.0,1.9,2.5,5.9,future_water_stress
28.8,32.1,31.8,64.9,50.3,42.8,56.9,46.3,40.3,2.0,3.3,4.9,future_root_zone_stress
30.9,30.6,31.4,62.5,50.4,40.5,51.5,45.2,46.7,2.6,2.9,4.5,future_root_zone_stress
28.3,31.4,33.0,59.1,45.3,40.7,62.1,47.3,39.0,1.7,2.4,4.8,future_water_stress
30.2,29.1,31.8,62.1,55.0,43.7,55.6,47.2,40.9,2.1,2.2,3.6,future_root_zone_stress
29.0,32.5,35.2,57.5,52.2,43.0,64.2,52.4,31.6,1.1,2.1,5.5,future_water_stress
28.4,30.7,34.1,62.9,49.1,41.7,56.4,50.5,23.3,1.7,2.8,4.7,future_water_stress
31.0,33.7,38.1,62.9,50.7,29.6,64.6,52.4,53.3,2.5,3.5,7.7,future_heat_stress
27.3,26.4,27.0,68.8,68.4,66.7,72.5,74.3,72.9,1.1,2.0,0.4,stable
27.3,26.7,27.6,63.5,65.5,62.8,68.5,70.0,68.6,1.8,0.9,1.0,stable
27.7,26.9,27.5,75.9,73.5,73.9,72.1,73.2,71.4,0.5,1.4,1.7,stable
27.6,28.0,27.3,69.0,68.4,69.7,70.3,71.6,70.6,0.3,1.0,1.3,stable
29.2,35.9,37.1,56.7,52.1,39.1,58.2,56.4,50.7,1.9,3.6,5.2,future_heat_stress
29.0,33.4,32.5,55.1,49.6,44.8,63.8,44.7,33.2,2.0,2.1,4.5,future_water_stress
28.0,27.0,27.2,72.3,70.6,70.4,73.4,74.1,73.2,1.5,0.8,0.9,stable
26.5,26.1,26.4,69.2,71.5,70.0,70.7,69.5,71.8,1.8,1.7,0.6,stable
31.6,28.2,31.8,54.6,57.3,47.7,52.8,52.5,46.2,2.5,3.1,3.1,future_root_zone_stress
27.7,31.2,29.3,62.3,56.1,50.3,54.3,55.0,45.7,2.8,3.2,4.3,future_root_zone_stress
28.3,29.0,28.4,73.5,74.4,72.2,79.4,78.4,78.1,0.5,1.2,0.6,stable
28.9,33.2,37.0,59.7,49.2,34.8,63.0,56.0,51.5,1.9,3.1,6.7,future_heat_stress
31.1,30.8,30.5,61.2,57.0,45.3,54.2,52.3,43.9,1.7,2.9,4.9,future_root_zone_stress
29.2,35.2,37.2,58.2,42.9,27.8,56.3,62.9,53.1,2.7,3.2,6.4,future_heat_stress
26.0,26.3,26.9,71.9,73.8,71.4,75.4,76.7,77.4,1.1,0.9,0.4,stable
28.2,33.4,35.3,58.5,45.8,40.8,56.2,47.3,25.0,1.2,2.3,5.9,future_water_stress
30.6,31.4,29.2,58.9,59.0,49.6,52.1,49.9,49.1,1.4,2.6,4.1,future_root_zone_stress
28.7,33.1,33.4,58.8,45.7,35.2,59.1,52.1,37.6,1.6,3.8,4.2,future_water_stress
30.1,32.8,36.1,55.4,52.4,25.9,69.5,55.1,54.1,1.8,3.6,6.1,future_heat_stress
30.6,30.4,34.9,61.0,46.9,36.8,58.2,53.5,32.8,1.7,3.2,5.9,future_water_stress
26.1,26.8,25.3,76.1,73.4,75.9,75.0,73.7,75.5,1.9,1.3,1.8,stable
25.2,25.9,24.9,63.4,63.2,62.7,64.6,64.0,65.4,0.2,0.0,0.1,stable
25.8,26.5,25.4,74.1,77.0,77.1,64.2,64.4,64.1,0.7,1.0,0.1,stable
27.6,28.0,27.6,68.1,66.8,68.9,77.5,77.3,79.2,1.1,0.8,0.8,stable
30.7,32.0,33.4,58.1,50.5,40.5,60.7,53.9,21.2,1.9,3.6,5.3,future_water_stress
31.2,30.8,34.0,60.4,51.9,43.0,64.6,47.4,24.2,1.4,3.2,5.4,future_water_stress
31.3,32.6,37.4,55.6,52.1,31.5,55.9,56.3,54.3,3.0,3.3,5.9,future_heat_stress
27.4,27.7,27.1,75.3,77.4,72.7,69.5,69.9,69.8,0.7,1.2,0.1,stable
28.0,33.2,38.2,59.7,40.3,25.7,55.6,63.1,59.8,1.6,3.4,7.0,future_heat_stress
29.7,34.2,37.7,63.2,44.7,28.9,66.8,51.4,46.6,1.2,3.1,5.9,future_heat_stress
29.6,33.4,37.0,62.6,48.8,36.3,64.1,55.5,54.5,2.5,3.2,6.5,future_heat_stress
29.1,28.8,33.3,64.7,57.2,41.7,56.1,52.5,44.2,2.2,3.0,3.1,future_root_zone_stress
30.0,33.3,32.3,56.0,51.1,44.9,65.0,41.2,24.3,1.3,3.9,4.7,future_water_stress
31.6,32.4,38.4,62.4,47.8,25.9,68.2,54.1,47.9,2.5,3.9,7.3,future_heat_stress
31.5,31.2,33.8,56.5,52.3,37.3,62.6,41.9,26.3,1.5,3.5,5.0,future_water_stress
31.4,32.9,29.4,61.6,54.4,54.8,54.3,49.6,45.8,2.7,2.9,4.1,future_root_zone_stress
25.9,25.2,25.8,65.9,66.5,68.1,72.8,72.3,73.5,0.9,1.2,1.5,stable
31.0,30.6,35.9,60.6,54.1,38.1,55.2,48.9,31.1,1.2,2.6,5.8,future_water_stress
28.0,33.6,37.8,61.8,54.9,35.7,66.6,64.2,59.6,1.3,3.5,7.4,future_heat_stress
27.2,29.1,32.3,64.0,48.4,41.6,56.6,47.7,47.0,1.4,2.7,3.1,future_root_zone_stress
25.7,25.6,26.4,72.9,70.1,74.9,71.7,72.5,71.2,0.1,0.8,1.8,stable
26.2,27.1,25.5,65.8,67.4,66.4,72.6,73.2,71.0,1.9,1.9,0.4,stable
31.3,31.2,30.4,64.5,55.4,53.7,50.4,51.5,44.1,1.3,2.6,3.4,future_root_zone_stress
30.0,35.8,36.6,59.2,54.9,31.5,57.4,62.4,52.7,1.2,4.1,6.0,future_heat_stress
30.3,33.6,39.9,64.2,42.6,26.7,58.1,55.6,56.0,2.2,3.5,5.0,future_heat_stress
25.5,25.5,24.8,71.9,74.8,71.4,75.0,75.2,77.0,1.7,1.6,0.1,stable
28.3,32.7,34.2,61.0,49.7,44.5,64.3,52.4,39.3,1.4,2.6,5.0,future_water_stress
31.2,32.9,33.1,60.1,52.9,44.7,57.2,49.3,40.2,1.5,2.0,3.1,future_root_zone_stress
31.7,35.7,39.4,63.9,47.4,29.2,68.3,58.3,57.6,1.8,4.6,5.4,future_heat_stress
31.4,31.8,35.1,62.4,45.8,36.2,61.2,45.4,33.6,1.9,2.7,4.4,future_water_stress
31.0,32.6,32.5,55.0,48.5,44.1,58.9,45.5,22.1,1.9,2.1,4.3,future_water_stress
27.4,33.0,32.7,56.9,56.5,47.4,58.5,53.0,43.4,2.0,3.7,3.0,future_root_zone_stress
30.5,32.1,29.8,51.4,57.6,47.6,56.5,50.1,49.2,1.1,3.8,3.7,future_root_zone_stress
28.8,32.9,39.0,56.9,51.2,36.8,57.4,56.2,56.8,2.0,3.7,7.8,future_heat_stress
28.4,31.0,29.6,56.6,56.5,42.3,50.7,54.7,46.2,1.6,3.1,4.5,future_root_zone_stress
31.7,34.0,36.0,58.0,52.2,37.1,55.4,50.9,20.2,1.7,2.7,4.5,future_water_stress
31.5,30.7,32.1,50.5,46.8,49.0,59.8,51.7,49.7,2.0,2.2,4.7,future_root_zone_stress
28.8,32.6,30.9,57.9,48.3,54.1,58.4,52.2,48.7,2.3,2.3,4.1,future_root_zone_stress
29.8,30.7,29.8,60.7,59.4,62.2,70.6,70.1,71.5,0.7,0.4,1.5,stable
31.6,35.9,38.4,62.4,46.5,25.4,65.3,57.0,54.2,2.2,3.1,6.7,future_heat_stress
28.7,28.6,29.3,61.8,59.5,40.7,59.0,50.6,49.1,1.8,2.5,4.9,future_root_zone_stress
31.5,29.2,30.0,53.8,59.2,53.2,54.1,47.5,41.6,1.1,3.0,3.3,future_root_zone_stress
31.8,28.9,34.0,64.2,58.4,52.1,58.3,47.4,43.3,1.4,2.7,3.3,future_root_zone_stress
29.8,31.2,33.8,59.6,46.4,44.7,64.3,53.9,34.2,1.2,3.3,4.3,future_water_stress
28.0,34.3,38.3,57.1,45.4,26.2,60.4,62.2,46.4,2.4,4.5,7.1,future_heat_stress
30.3,31.7,32.3,62.5,46.0,40.9,62.1,46.6,28.1,1.2,3.5,5.8,future_water_stress
30.4,32.1,39.4,64.2,45.3,33.8,55.7,60.8,52.9,1.8,3.4,6.1,future_heat_stress
29.0,28.6,29.4,63.5,52.1,43.3,58.1,49.7,45.4,2.1,3.4,3.9,future_root_zone_stress
30.8,33.0,38.0,64.4,50.3,38.4,62.9,50.7,56.7,1.8,4.4,6.8,future_heat_stress
27.4,27.3,27.6,79.4,81.1,78.5,76.5,74.8,77.1,0.2,0.0,1.4,stable
30.6,32.8,33.8,59.7,56.5,44.1,54.6,47.4,40.8,2.7,3.9,3.5,future_root_zone_stress
28.2,30.2,32.8,57.2,47.1,35.2,63.6,43.8,25.1,1.9,3.4,4.1,future_water_stress
29.9,29.5,29.6,62.9,63.0,61.4,75.8,75.9,74.6,1.0,1.5,1.1,stable
31.6,31.9,35.8,61.5,51.6,36.7,55.9,41.0,30.0,1.3,3.7,5.4,future_water_stress
28.3,35.3,37.0,60.3,46.8,29.2,59.1,60.9,54.0,2.3,4.2,6.9,future_heat_stress
28.6,30.3,33.8,62.5,52.2,38.1,63.5,50.6,27.1,1.9,2.4,4.5,future_water_stress
31.5,32.4,32.5,57.8,45.8,42.8,62.6,43.0,34.7,1.1,3.6,5.6,future_water_stress
28.1,33.1,33.0,57.7,45.7,41.0,56.2,46.8,36.6,1.5,3.7,5.4,future_water_stress
28.9,31.9,33.8,63.1,48.9,41.5,63.9,50.0,38.7,1.2,3.4,5.5,future_water_stress
27.7,31.3,33.9,51.0,48.5,49.9,57.5,53.8,49.7,2.4,3.0,4.1,future_root_zone_stress
29.1,31.7,34.6,63.7,48.2,41.3,64.6,46.5,20.4,1.7,3.3,5.4,future_water_stress
31.2,33.9,34.6,57.9,49.0,38.3,58.1,53.7,20.9,1.2,3.5,4.5,future_water_stress
31.6,32.2,35.2,64.2,48.5,40.6,57.3,45.2,38.9,1.2,2.0,5.5,future_water_stress
32.0,29.6,32.5,56.4,59.9,49.9,54.6,49.1,46.3,2.1,2.2,4.7,future_root_zone_stress
28.2,32.3,38.0,58.6,48.8,34.6,67.6,53.6,59.2,1.0,3.1,6.9,future_heat_stress
26.7,26.3,27.0,62.7,65.3,60.4,62.5,61.8,63.4,0.0,0.4,1.3,stable
29.6,35.7,37.1,63.6,50.8,29.5,66.2,64.1,50.6,2.3,4.9,5.5,future_heat_stress
28.1,28.2,29.2,63.9,48.5,52.5,56.6,51.5,47.9,2.2,3.9,3.4,future_root_zone_stress
25.5,25.4,26.2,69.6,68.6,68.3,68.4,70.0,69.4,0.7,0.5,1.0,stable
25.6,26.0,24.9,77.2,74.4,75.3,79.3,80.3,78.8,1.1,1.6,1.5,stable
27.4,29.5,32.5,59.0,45.2,40.9,55.6,48.3,41.9,1.0,2.7,4.4,future_root_zone_stress
27.1,31.6,32.5,55.2,57.0,41.9,53.0,45.6,48.4,2.5,2.5,4.4,future_root_zone_stress
30.3,31.2,31.1,51.5,57.0,40.6,57.3,49.7,42.2,2.6,3.5,3.4,future_root_zone_stress
25.7,25.4,24.9,71.5,70.0,71.9,76.2,75.5,74.5,0.4,1.0,1.1,stable
31.4,34.0,36.5,55.9,44.1,37.3,57.2,54.9,45.1,1.2,4.7,6.9,future_heat_stress
30.3,32.3,33.3,56.5,49.5,41.2,59.6,49.6,26.7,1.3,2.2,5.6,future_water_stress
29.6,28.9,29.5,69.1,66.3,68.5,79.1,78.0,80.8,1.4,1.6,1.5,stable
31.9,32.3,35.2,60.3,54.4,35.9,55.1,54.5,34.9,1.0,3.9,4.1,future_water_stress
31.1,31.0,33.3,62.4,52.8,38.5,61.5,45.4,21.8,1.7,2.8,6.0,future_water_stress
30.7,33.5,34.9,58.4,49.0,43.9,59.8,53.1,20.8,1.1,3.1,5.8,future_water_stress
28.0,30.1,31.9,53.6,55.2,49.2,52.1,48.6,49.7,2.1,2.7,4.7,future_root_zone_stress
30.8,35.2,39.4,57.8,54.5,28.0,64.4,58.1,58.5,2.6,4.7,5.5,future_heat_stress
27.5,27.5,27.5,71.5,68.6,70.9,66.2,66.6,65.4,0.9,1.9,1.0,stable
31.9,29.6,33.4,62.6,53.7,53.7,57.9,49.5,48.4,1.9,2.3,3.3,future_root_zone_stress
28.6,33.4,38.5,58.4,44.8,32.0,68.7,62.0,47.2,1.7,3.6,7.6,future_heat_stress
28.4,35.9,36.4,56.1,43.1,29.5,56.3,54.3,56.2,1.2,3.7,5.1,future_heat_stress
26.6,26.6,26.4,66.6,64.7,67.1,74.7,76.1,74.1,0.4,0.1,0.3,stable
30.1,33.5,39.3,58.0,54.7,29.3,59.7,63.6,50.9,1.8,4.1,5.2,future_heat_stress
27.9,28.4,33.9,50.7,52.3,45.7,51.9,50.2,47.4,2.8,3.8,4.4,future_root_zone_stress
28.8,33.6,34.1,55.7,51.9,41.0,64.5,46.1,25.0,1.4,3.9,4.6,future_water_stress
31.4,32.0,32.8,64.7,53.5,41.3,55.8,49.7,32.3,1.9,3.9,4.6,future_water_stress
28.1,28.7,33.7,61.8,51.2,43.3,50.6,45.4,42.0,2.1,2.1,3.7,future_root_zone_stress
25.1,25.0,24.5,65.1,66.2,64.6,70.7,71.1,69.7,0.4,0.7,1.7,stable
29.0,35.8,37.2,55.8,52.0,25.6,58.2,50.7,53.9,2.8,4.6,6.0,future_heat_stress
31.7,30.9,29.0,62.4,50.9,48.7,56.9,53.8,46.3,1.5,3.6,3.3,future_root_zone_stress
31.6,29.2,30.4,57.9,48.9,54.2,54.3,53.4,40.9,2.2,3.0,4.4,future_root_zone_stress
29.1,33.4,36.1,57.2,40.0,27.2,58.8,52.9,58.3,1.7,3.0,7.9,future_heat_stress
29.2,33.0,38.3,55.6,43.3,30.4,62.7,64.2,58.8,2.8,3.8,7.8,future_heat_stress
27.3,26.6,27.8,72.5,75.3,73.8,73.7,74.1,72.5,0.4,0.3,0.7,stable
30.9,33.7,39.0,56.7,41.0,39.3,64.3,59.0,49.0,1.9,4.9,6.4,future_heat_stress
28.8,30.2,33.4,60.6,48.3,40.7,50.3,46.0,49.7,1.7,2.7,4.7,future_root_zone_stress
29.3,31.7,33.0,54.5,57.0,51.6,51.7,51.0,40.9,2.1,2.9,4.4,future_root_zone_stress
31.7,32.4,37.7,63.9,54.8,28.6,57.6,58.7,46.6,1.8,4.2,5.4,future_heat_stress
31.5,34.3,37.8,63.1,51.8,39.7,55.9,56.6,51.3,1.1,3.6,7.3,future_heat_stress
29.8,30.8,29.6,62.4,65.1,60.3,71.9,72.3,70.5,1.7,1.5,1.9,stable
28.3,34.0,34.6,62.6,46.3,39.6,57.7,48.8,33.7,1.1,2.7,4.5,future_water_stress
27.5,26.5,26.9,66.0,63.8,68.9,75.7,74.8,76.7,1.9,0.2,0.5,stable
30.9,33.8,38.4,63.0,45.3,26.8,55.0,60.2,49.5,2.5,4.9,7.6,future_heat_stress
28.1,27.7,27.4,74.7,74.1,72.9,77.2,78.3,78.4,0.3,0.7,1.5,stable
29.7,32.0,32.1,62.8,49.1,37.3,57.8,48.2,28.4,1.9,3.3,5.1,future_water_stress
28.7,30.6,34.0,60.7,49.2,41.6,59.3,46.2,27.2,1.4,2.8,4.9,future_water_stress
27.6,26.8,28.2,67.8,67.7,68.6,71.9,72.1,73.5,1.9,1.6,1.7,stable
29.0,34.7,39.9,60.8,41.4,33.2,61.6,58.7,59.3,1.4,4.0,8.0,future_heat_stress
28.4,35.1,38.0,56.9,46.1,32.6,55.1,52.0,51.9,1.7,3.9,6.5,future_heat_stress
29.3,32.4,32.7,60.3,48.4,42.5,63.4,43.4,31.2,1.0,3.0,4.2,future_water_stress
27.2,27.5,26.9,72.5,73.8,73.6,61.3,62.1,60.0,1.5,1.4,1.6,stable
29.7,32.9,35.1,64.8,53.2,41.9,59.4,49.3,24.8,1.5,2.3,4.6,future_water_stress
29.7,33.4,36.8,64.2,50.5,35.8,57.1,64.7,59.6,1.9,4.5,6.4,future_heat_stress
30.3,32.7,33.6,55.6,54.1,35.6,63.6,51.1,22.7,1.3,2.3,4.9,future_water_stress
27.9,28.0,29.1,59.8,48.0,40.3,55.3,49.8,47.9,1.2,3.5,4.9,future_root_zone_stress
31.1,33.4,38.7,62.5,49.7,37.7,61.1,59.6,51.2,2.4,4.2,6.1,future_heat_stress
30.4,33.7,36.1,59.3,49.9,39.4,58.4,63.1,50.2,2.7,4.1,7.5,future_heat_stress
27.9,27.1,27.5,70.9,68.5,69.5,69.2,71.1,69.5,0.0,2.0,1.9,stable
28.8,32.8,37.7,61.8,42.5,27.6,58.6,64.2,53.4,2.7,4.0,7.0,future_heat_stress
27.8,32.6,29.2,55.9,52.4,49.6,52.1,54.4,45.4,1.1,3.9,4.9,future_root_zone_stress
28.1,33.5,35.0,61.7,48.8,39.2,64.4,47.9,23.5,1.3,3.2,5.7,future_water_stress
29.7,28.9,28.8,60.5,61.6,60.2,70.8,71.6,72.4,0.7,0.9,0.5,stable
26.5,26.4,27.3,76.9,79.4,78.6,77.8,78.9,78.0,1.7,0.6,0.7,stable
30.1,34.2,38.9,61.0,48.2,33.5,66.6,63.4,45.1,2.3,3.2,7.1,future_heat_stress
26.2,26.6,27.0,62.8,60.0,63.9,77.9,78.2,79.2,2.0,1.5,0.1,stable
29.7,30.2,31.1,52.1,47.2,40.3,50.6,46.1,48.1,3.0,2.6,3.2,future_root_zone_stress
30.1,31.7,35.9,58.2,48.0,42.0,62.3,52.5,36.3,1.3,3.1,5.9,future_water_stress
29.6,32.8,35.5,59.2,49.7,42.2,63.1,40.5,20.8,1.6,3.0,4.6,future_water_stress
30.7,33.0,33.5,60.2,49.1,37.6,64.2,50.9,37.8,1.7,3.9,4.7,future_water_stress
27.6,27.0,27.1,68.7,69.5,66.0,77.4,78.4,77.5,0.8,1.7,1.7,stable
31.5,31.5,33.8,63.1,54.5,40.2,63.6,50.7,36.8,1.3,2.6,4.2,future_water_stress
30.3,30.1,34.8,58.6,49.8,38.4,61.2,52.9,37.2,1.9,2.5,4.4,future_water_stress
28.1,31.5,34.0,64.6,52.9,41.3,61.3,44.1,34.6,1.8,3.1,4.5,future_water_stress
27.1,31.5,29.0,54.9,55.2,44.9,56.4,51.8,41.5,2.5,2.9,4.7,future_root_zone_stress
27.2,26.6,26.9,78.5,77.9,76.0,64.9,66.7,65.6,1.3,0.8,1.2,stable
30.9,35.3,37.4,63.2,52.0,34.1,68.0,62.0,49.4,2.1,4.7,5.1,future_heat_stress
31.4,29.8,33.5,54.4,56.0,48.4,55.1,51.1,44.4,1.9,3.1,4.0,future_root_zone_stress
27.6,32.5,30.3,57.6,51.6,40.3,56.5,48.4,46.9,1.6,2.5,3.6,future_root_zone_stress
28.3,34.9,37.4,59.6,46.8,30.7,58.3,53.0,52.3,2.6,3.1,5.5,future_heat_stress
28.6,27.6,29.5,69.5,68.1,71.8,75.6,77.5,75.8,1.2,0.2,1.2,stable
31.4,31.0,32.4,63.4,52.9,37.9,60.9,45.8,31.1,1.6,3.2,5.9,future_water_stress
28.8,33.8,37.1,60.0,48.1,25.8,69.3,62.2,53.3,1.4,3.3,7.0,future_heat_stress
30.2,29.3,34.0,57.9,59.1,53.8,54.0,50.9,49.4,1.7,2.5,3.8,future_root_zone_stress
30.4,29.6,32.3,59.9,56.6,42.0,55.2,51.5,46.5,1.4,2.4,4.6,future_root_zone_stress
30.9,32.2,29.2,61.0,47.1,46.3,54.7,53.7,41.7,2.5,2.6,3.7,future_root_zone_stress
